date,YearWeek,Date2,keyword,search_demand,Brand
2011-05-08,201118,2011-05-02,/m/0841v,46,Walmart
2011-05-15,201119,2011-05-09,/m/0841v,49,Walmart
2011-05-22,201120,2011-05-16,/m/0841v,51,Walmart
2011-05-29,201121,2011-05-23,/m/0841v,49,Walmart
2011-06-05,201122,2011-05-30,/m/0841v,47,Walmart
2011-06-12,201123,2011-06-06,/m/0841v,45,Walmart
2011-06-19,201124,2011-06-13,/m/0841v,56,Walmart
2011-06-26,201125,2011-06-20,/m/0841v,44,Walmart
2011-07-03,201126,2011-06-27,/m/0841v,44,Walmart
2011-07-10,201127,2011-07-04,/m/0841v,53,Walmart
2011-07-17,201128,2011-07-11,/m/0841v,50,Walmart
2011-07-24,201129,2011-07-18,/m/0841v,57,Walmart
2011-07-31,201130,2011-07-25,/m/0841v,59,Walmart
2011-08-07,201131,2011-08-01,/m/0841v,62,Walmart
2011-08-14,201132,2011-08-08,/m/0841v,61,Walmart
2011-08-21,201133,2011-08-15,/m/0841v,67,Walmart
2011-08-28,201134,2011-08-22,/m/0841v,62,Walmart
2011-09-04,201135,2011-08-29,/m/0841v,58,Walmart
2011-09-11,201136,2011-09-05,/m/0841v,57,Walmart
2011-09-18,201137,2011-09-12,/m/0841v,57,Walmart
2011-09-25,201138,2011-09-19,/m/0841v,57,Walmart
2011-10-02,201139,2011-09-26,/m/0841v,59,Walmart
2011-10-09,201140,2011-10-03,/m/0841v,64,Walmart
2011-10-16,201141,2011-10-10,/m/0841v,66,Walmart
2011-10-23,201142,2011-10-17,/m/0841v,67,Walmart
2011-10-30,201143,2011-10-24,/m/0841v,63,Walmart
2011-11-06,201144,2011-10-31,/m/0841v,73,Walmart
2011-11-13,201145,2011-11-07,/m/0841v,85,Walmart
2011-11-20,201146,2011-11-14,/m/0841v,100,Walmart
2011-11-27,201147,2011-11-21,/m/0841v,87,Walmart
2011-12-04,201148,2011-11-28,/m/0841v,77,Walmart
2011-12-11,201149,2011-12-05,/m/0841v,80,Walmart
2011-12-18,201150,2011-12-12,/m/0841v,89,Walmart
2011-12-25,201151,2011-12-19,/m/0841v,88,Walmart
2012-01-01,201252,2012-12-24,/m/0841v,85,Walmart
2012-01-08,201201,2012-01-02,/m/0841v,78,Walmart
2012-01-15,201202,2012-01-09,/m/0841v,84,Walmart
2012-01-22,201203,2012-01-16,/m/0841v,77,Walmart
2012-01-29,201204,2012-01-23,/m/0841v,70,Walmart
2012-02-05,201205,2012-01-30,/m/0841v,68,Walmart
2012-02-12,201206,2012-02-06,/m/0841v,67,Walmart
2012-02-19,201207,2012-02-13,/m/0841v,71,Walmart
2012-02-26,201208,2012-02-20,/m/0841v,78,Walmart
2012-03-04,201209,2012-02-27,/m/0841v,68,Walmart
2012-03-11,201210,2012-03-05,/m/0841v,67,Walmart
2012-03-18,201211,2012-03-12,/m/0841v,60,Walmart
2012-03-25,201212,2012-03-19,/m/0841v,46,Walmart
2012-04-01,201213,2012-03-26,/m/0841v,39,Walmart
2012-04-08,201214,2012-04-02,/m/0841v,38,Walmart
2012-04-15,201215,2012-04-09,/m/0841v,39,Walmart
2012-04-22,201216,2012-04-16,/m/0841v,59,Walmart
2012-04-29,201217,2012-04-23,/m/0841v,44,Walmart
2012-05-06,201218,2012-04-30,/m/0841v,43,Walmart
2012-05-13,201219,2012-05-07,/m/0841v,38,Walmart
2012-05-20,201220,2012-05-14,/m/0841v,45,Walmart
2012-05-27,201221,2012-05-21,/m/0841v,46,Walmart
2012-06-03,201222,2012-05-28,/m/0841v,42,Walmart
2012-06-10,201223,2012-06-04,/m/0841v,43,Walmart
2012-06-17,201224,2012-06-11,/m/0841v,43,Walmart
2012-06-24,201225,2012-06-18,/m/0841v,47,Walmart
2012-07-01,201226,2012-06-25,/m/0841v,47,Walmart
2012-07-08,201227,2012-07-02,/m/0841v,47,Walmart
2012-07-15,201228,2012-07-09,/m/0841v,49,Walmart
2012-07-22,201229,2012-07-16,/m/0841v,48,Walmart
2012-07-29,201230,2012-07-23,/m/0841v,49,Walmart
2012-08-05,201231,2012-07-30,/m/0841v,48,Walmart
2012-08-12,201232,2012-08-06,/m/0841v,50,Walmart
2012-08-19,201233,2012-08-13,/m/0841v,46,Walmart
2012-08-26,201234,2012-08-20,/m/0841v,47,Walmart
2012-09-02,201235,2012-08-27,/m/0841v,51,Walmart
2012-09-09,201236,2012-09-03,/m/0841v,45,Walmart
2012-09-16,201237,2012-09-10,/m/0841v,50,Walmart
2012-09-23,201238,2012-09-17,/m/0841v,45,Walmart
2012-09-30,201239,2012-09-24,/m/0841v,51,Walmart
2012-10-07,201240,2012-10-01,/m/0841v,54,Walmart
2012-10-14,201241,2012-10-08,/m/0841v,52,Walmart
2012-10-21,201242,2012-10-15,/m/0841v,57,Walmart
2012-10-28,201243,2012-10-22,/m/0841v,60,Walmart
2012-11-04,201244,2012-10-29,/m/0841v,69,Walmart
2012-11-11,201245,2012-11-05,/m/0841v,60,Walmart
2012-11-18,201246,2012-11-12,/m/0841v,76,Walmart
2012-11-25,201247,2012-11-19,/m/0841v,73,Walmart
2012-12-02,201248,2012-11-26,/m/0841v,65,Walmart
2012-12-09,201249,2012-12-03,/m/0841v,68,Walmart
2012-12-16,201250,2012-12-10,/m/0841v,72,Walmart
2012-12-23,201251,2012-12-17,/m/0841v,80,Walmart
2012-12-30,201252,2012-12-24,/m/0841v,60,Walmart
2013-01-06,201301,2012-12-31,/m/0841v,52,Walmart
2013-01-13,201302,2013-01-07,/m/0841v,52,Walmart
2013-01-20,201303,2013-01-14,/m/0841v,54,Walmart
2013-01-27,201304,2013-01-21,/m/0841v,50,Walmart
2013-02-03,201305,2013-01-28,/m/0841v,49,Walmart
2013-02-10,201306,2013-02-04,/m/0841v,52,Walmart
2013-02-17,201307,2013-02-11,/m/0841v,55,Walmart
2013-02-24,201308,2013-02-18,/m/0841v,50,Walmart
2013-03-03,201309,2013-02-25,/m/0841v,51,Walmart
2013-03-10,201310,2013-03-04,/m/0841v,45,Walmart
2013-03-17,201311,2013-03-11,/m/0841v,47,Walmart
2013-03-24,201312,2013-03-18,/m/0841v,48,Walmart
2013-03-31,201313,2013-03-25,/m/0841v,46,Walmart
2013-04-07,201314,2013-04-01,/m/0841v,47,Walmart
2013-04-14,201315,2013-04-08,/m/0841v,48,Walmart
2013-04-21,201316,2013-04-15,/m/0841v,46,Walmart
2013-04-28,201317,2013-04-22,/m/0841v,46,Walmart
2013-05-05,201318,2013-04-29,/m/0841v,48,Walmart
2013-05-12,201319,2013-05-06,/m/0841v,43,Walmart
2013-05-19,201320,2013-05-13,/m/0841v,45,Walmart
2013-05-26,201321,2013-05-20,/m/0841v,41,Walmart
2013-06-02,201322,2013-05-27,/m/0841v,47,Walmart
2013-06-09,201323,2013-06-03,/m/0841v,48,Walmart
2013-06-16,201324,2013-06-10,/m/0841v,45,Walmart
2013-06-23,201325,2013-06-17,/m/0841v,47,Walmart
2013-06-30,201326,2013-06-24,/m/0841v,50,Walmart
2013-07-07,201327,2013-07-01,/m/0841v,50,Walmart
2013-07-14,201328,2013-07-08,/m/0841v,50,Walmart
2013-07-21,201329,2013-07-15,/m/0841v,47,Walmart
2013-07-28,201330,2013-07-22,/m/0841v,46,Walmart
2013-08-04,201331,2013-07-29,/m/0841v,46,Walmart
2013-08-11,201332,2013-08-05,/m/0841v,47,Walmart
2013-08-18,201333,2013-08-12,/m/0841v,44,Walmart
2013-08-25,201334,2013-08-19,/m/0841v,42,Walmart
2013-09-01,201335,2013-08-26,/m/0841v,43,Walmart
2013-09-08,201336,2013-09-02,/m/0841v,44,Walmart
2013-09-15,201337,2013-09-09,/m/0841v,49,Walmart
2013-09-22,201338,2013-09-16,/m/0841v,45,Walmart
2013-09-29,201339,2013-09-23,/m/0841v,40,Walmart
2013-10-06,201340,2013-09-30,/m/0841v,44,Walmart
2013-10-13,201341,2013-10-07,/m/0841v,45,Walmart
2013-10-20,201342,2013-10-14,/m/0841v,44,Walmart
2013-10-27,201343,2013-10-21,/m/0841v,48,Walmart
2013-11-03,201344,2013-10-28,/m/0841v,50,Walmart
2013-11-10,201345,2013-11-04,/m/0841v,56,Walmart
2013-11-17,201346,2013-11-11,/m/0841v,61,Walmart
2013-11-24,201347,2013-11-18,/m/0841v,83,Walmart
2013-12-01,201348,2013-11-25,/m/0841v,84,Walmart
2013-12-08,201349,2013-12-02,/m/0841v,70,Walmart
2013-12-15,201350,2013-12-09,/m/0841v,61,Walmart
2013-12-22,201351,2013-12-16,/m/0841v,61,Walmart
2013-12-29,201352,2013-12-23,/m/0841v,53,Walmart
2014-01-05,201401,2013-12-30,/m/0841v,53,Walmart
2014-01-12,201402,2014-01-06,/m/0841v,45,Walmart
2014-01-19,201403,2014-01-13,/m/0841v,46,Walmart
2014-01-26,201404,2014-01-20,/m/0841v,48,Walmart
2014-02-02,201405,2014-01-27,/m/0841v,46,Walmart
2014-02-09,201406,2014-02-03,/m/0841v,54,Walmart
2014-02-16,201407,2014-02-10,/m/0841v,43,Walmart
2014-02-23,201408,2014-02-17,/m/0841v,45,Walmart
2014-03-02,201409,2014-02-24,/m/0841v,45,Walmart
2014-03-09,201410,2014-03-03,/m/0841v,42,Walmart
2014-03-16,201411,2014-03-10,/m/0841v,44,Walmart
2014-03-23,201412,2014-03-17,/m/0841v,41,Walmart
2014-03-30,201413,2014-03-24,/m/0841v,41,Walmart
2014-04-06,201414,2014-03-31,/m/0841v,42,Walmart
2014-04-13,201415,2014-04-07,/m/0841v,43,Walmart
2014-04-20,201416,2014-04-14,/m/0841v,41,Walmart
2014-04-27,201417,2014-04-21,/m/0841v,42,Walmart
2014-05-04,201418,2014-04-28,/m/0841v,39,Walmart
2014-05-11,201419,2014-05-05,/m/0841v,43,Walmart
2014-05-18,201420,2014-05-12,/m/0841v,39,Walmart
2014-05-25,201421,2014-05-19,/m/0841v,40,Walmart
2014-06-01,201422,2014-05-26,/m/0841v,41,Walmart
2014-06-08,201423,2014-06-02,/m/0841v,44,Walmart
2014-06-15,201424,2014-06-09,/m/0841v,40,Walmart
2014-06-22,201425,2014-06-16,/m/0841v,44,Walmart
2014-06-29,201426,2014-06-23,/m/0841v,39,Walmart
2014-07-06,201427,2014-06-30,/m/0841v,38,Walmart
2014-07-13,201428,2014-07-07,/m/0841v,42,Walmart
2014-07-20,201429,2014-07-14,/m/0841v,42,Walmart
2014-07-27,201430,2014-07-21,/m/0841v,44,Walmart
2014-08-03,201431,2014-07-28,/m/0841v,43,Walmart
2014-08-10,201432,2014-08-04,/m/0841v,44,Walmart
2014-08-17,201433,2014-08-11,/m/0841v,42,Walmart
2014-08-24,201434,2014-08-18,/m/0841v,41,Walmart
2014-08-31,201435,2014-08-25,/m/0841v,41,Walmart
2014-09-07,201436,2014-09-01,/m/0841v,43,Walmart
2014-09-14,201437,2014-09-08,/m/0841v,43,Walmart
2014-09-21,201438,2014-09-15,/m/0841v,41,Walmart
2014-09-28,201439,2014-09-22,/m/0841v,45,Walmart
2014-10-05,201440,2014-09-29,/m/0841v,47,Walmart
2014-10-12,201441,2014-10-06,/m/0841v,44,Walmart
2014-10-19,201442,2014-10-13,/m/0841v,41,Walmart
2014-10-26,201443,2014-10-20,/m/0841v,47,Walmart
2014-11-02,201444,2014-10-27,/m/0841v,53,Walmart
2014-11-09,201445,2014-11-03,/m/0841v,63,Walmart
2014-11-16,201446,2014-11-10,/m/0841v,64,Walmart
2014-11-23,201447,2014-11-17,/m/0841v,73,Walmart
2014-11-30,201448,2014-11-24,/m/0841v,63,Walmart
2014-12-07,201449,2014-12-01,/m/0841v,56,Walmart
2014-12-14,201450,2014-12-08,/m/0841v,56,Walmart
2014-12-21,201451,2014-12-15,/m/0841v,65,Walmart
2014-12-28,201452,2014-12-22,/m/0841v,52,Walmart
2015-01-04,201501,2014-12-29,/m/0841v,50,Walmart
2015-01-11,201502,2015-01-05,/m/0841v,45,Walmart
2015-01-18,201503,2015-01-12,/m/0841v,43,Walmart
2015-01-25,201504,2015-01-19,/m/0841v,44,Walmart
2015-02-01,201505,2015-01-26,/m/0841v,45,Walmart
2015-02-08,201506,2015-02-02,/m/0841v,46,Walmart
2015-02-15,201507,2015-02-09,/m/0841v,59,Walmart
2015-02-22,201508,2015-02-16,/m/0841v,51,Walmart
2015-03-01,201509,2015-02-23,/m/0841v,47,Walmart
2015-03-08,201510,2015-03-02,/m/0841v,41,Walmart
2015-03-15,201511,2015-03-09,/m/0841v,39,Walmart
2015-03-22,201512,2015-03-16,/m/0841v,40,Walmart
2015-03-29,201513,2015-03-23,/m/0841v,42,Walmart
2015-04-05,201514,2015-03-30,/m/0841v,43,Walmart
2015-04-12,201515,2015-04-06,/m/0841v,54,Walmart
2015-04-19,201516,2015-04-13,/m/0841v,51,Walmart
2015-04-26,201517,2015-04-20,/m/0841v,42,Walmart
2015-05-03,201518,2015-04-27,/m/0841v,44,Walmart
2015-05-10,201519,2015-05-04,/m/0841v,42,Walmart
2015-05-17,201520,2015-05-11,/m/0841v,43,Walmart
2015-05-24,201521,2015-05-18,/m/0841v,46,Walmart
2015-05-31,201522,2015-05-25,/m/0841v,48,Walmart
2015-06-07,201523,2015-06-01,/m/0841v,49,Walmart
2015-06-14,201524,2015-06-08,/m/0841v,47,Walmart
2015-06-21,201525,2015-06-15,/m/0841v,47,Walmart
2015-06-28,201526,2015-06-22,/m/0841v,50,Walmart
2015-07-05,201527,2015-06-29,/m/0841v,45,Walmart
2015-07-12,201528,2015-07-06,/m/0841v,52,Walmart
2015-07-19,201529,2015-07-13,/m/0841v,44,Walmart
2015-07-26,201530,2015-07-20,/m/0841v,48,Walmart
2015-08-02,201531,2015-07-27,/m/0841v,50,Walmart
2015-08-09,201532,2015-08-03,/m/0841v,48,Walmart
2015-08-16,201533,2015-08-10,/m/0841v,52,Walmart
2015-08-23,201534,2015-08-17,/m/0841v,53,Walmart
2015-08-30,201535,2015-08-24,/m/0841v,47,Walmart
2015-09-06,201536,2015-08-31,/m/0841v,48,Walmart
2015-09-13,201537,2015-09-07,/m/0841v,47,Walmart
2015-09-20,201538,2015-09-14,/m/0841v,44,Walmart
2015-09-27,201539,2015-09-21,/m/0841v,50,Walmart
2015-10-04,201540,2015-09-28,/m/0841v,50,Walmart
2015-10-11,201541,2015-10-05,/m/0841v,75,Walmart
2015-10-18,201542,2015-10-12,/m/0841v,62,Walmart
2015-10-25,201543,2015-10-19,/m/0841v,55,Walmart
2015-11-01,201544,2015-10-26,/m/0841v,57,Walmart
2010-11-14,201045,2010-11-08,/m/01b566,12,Chipotle Mexican Grill
2010-11-21,201046,2010-11-15,/m/01b566,19,Chipotle Mexican Grill
2010-11-28,201047,2010-11-22,/m/01b566,11,Chipotle Mexican Grill
2010-12-05,201048,2010-11-29,/m/01b566,8,Chipotle Mexican Grill
2010-12-12,201049,2010-12-06,/m/01b566,15,Chipotle Mexican Grill
2010-12-19,201050,2010-12-13,/m/01b566,9,Chipotle Mexican Grill
2010-12-26,201051,2010-12-20,/m/01b566,23,Chipotle Mexican Grill
2011-01-02,201152,2011-12-26,/m/01b566,17,Chipotle Mexican Grill
2011-01-09,201101,2011-01-03,/m/01b566,9,Chipotle Mexican Grill
2011-01-16,201102,2011-01-10,/m/01b566,9,Chipotle Mexican Grill
2011-01-23,201103,2011-01-17,/m/01b566,14,Chipotle Mexican Grill
2011-01-30,201104,2011-01-24,/m/01b566,32,Chipotle Mexican Grill
2011-02-06,201105,2011-01-31,/m/01b566,25,Chipotle Mexican Grill
2011-02-13,201106,2011-02-07,/m/01b566,12,Chipotle Mexican Grill
2011-02-20,201107,2011-02-14,/m/01b566,21,Chipotle Mexican Grill
2011-02-27,201108,2011-02-21,/m/01b566,16,Chipotle Mexican Grill
2011-03-06,201109,2011-02-28,/m/01b566,15,Chipotle Mexican Grill
2011-03-13,201110,2011-03-07,/m/01b566,15,Chipotle Mexican Grill
2011-03-20,201111,2011-03-14,/m/01b566,12,Chipotle Mexican Grill
2011-03-27,201112,2011-03-21,/m/01b566,13,Chipotle Mexican Grill
2011-04-03,201113,2011-03-28,/m/01b566,27,Chipotle Mexican Grill
2011-04-10,201114,2011-04-04,/m/01b566,11,Chipotle Mexican Grill
2011-04-17,201115,2011-04-11,/m/01b566,26,Chipotle Mexican Grill
2011-04-24,201116,2011-04-18,/m/01b566,15,Chipotle Mexican Grill
2011-05-01,201117,2011-04-25,/m/01b566,19,Chipotle Mexican Grill
2011-05-08,201118,2011-05-02,/m/01b566,14,Chipotle Mexican Grill
2011-05-15,201119,2011-05-09,/m/01b566,12,Chipotle Mexican Grill
2011-05-22,201120,2011-05-16,/m/01b566,18,Chipotle Mexican Grill
2011-05-29,201121,2011-05-23,/m/01b566,12,Chipotle Mexican Grill
2011-06-05,201122,2011-05-30,/m/01b566,13,Chipotle Mexican Grill
2011-06-12,201123,2011-06-06,/m/01b566,15,Chipotle Mexican Grill
2011-06-19,201124,2011-06-13,/m/01b566,26,Chipotle Mexican Grill
2011-06-26,201125,2011-06-20,/m/01b566,21,Chipotle Mexican Grill
2011-07-03,201126,2011-06-27,/m/01b566,15,Chipotle Mexican Grill
2011-07-10,201127,2011-07-04,/m/01b566,16,Chipotle Mexican Grill
2011-07-17,201128,2011-07-11,/m/01b566,27,Chipotle Mexican Grill
2011-07-24,201129,2011-07-18,/m/01b566,13,Chipotle Mexican Grill
2011-07-31,201130,2011-07-25,/m/01b566,10,Chipotle Mexican Grill
2011-08-07,201131,2011-08-01,/m/01b566,15,Chipotle Mexican Grill
2011-08-14,201132,2011-08-08,/m/01b566,11,Chipotle Mexican Grill
2011-08-21,201133,2011-08-15,/m/01b566,7,Chipotle Mexican Grill
2011-08-28,201134,2011-08-22,/m/01b566,13,Chipotle Mexican Grill
2011-09-04,201135,2011-08-29,/m/01b566,13,Chipotle Mexican Grill
2011-09-11,201136,2011-09-05,/m/01b566,11,Chipotle Mexican Grill
2011-09-18,201137,2011-09-12,/m/01b566,22,Chipotle Mexican Grill
2011-09-25,201138,2011-09-19,/m/01b566,14,Chipotle Mexican Grill
2011-10-02,201139,2011-09-26,/m/01b566,10,Chipotle Mexican Grill
2011-10-09,201140,2011-10-03,/m/01b566,18,Chipotle Mexican Grill
2011-10-16,201141,2011-10-10,/m/01b566,21,Chipotle Mexican Grill
2011-10-23,201142,2011-10-17,/m/01b566,14,Chipotle Mexican Grill
2011-10-30,201143,2011-10-24,/m/01b566,21,Chipotle Mexican Grill
2011-11-06,201144,2011-10-31,/m/01b566,19,Chipotle Mexican Grill
2011-11-13,201145,2011-11-07,/m/01b566,14,Chipotle Mexican Grill
2011-11-20,201146,2011-11-14,/m/01b566,14,Chipotle Mexican Grill
2011-11-27,201147,2011-11-21,/m/01b566,16,Chipotle Mexican Grill
2011-12-04,201148,2011-11-28,/m/01b566,7,Chipotle Mexican Grill
2011-12-11,201149,2011-12-05,/m/01b566,13,Chipotle Mexican Grill
2011-12-18,201150,2011-12-12,/m/01b566,12,Chipotle Mexican Grill
2011-12-25,201151,2011-12-19,/m/01b566,9,Chipotle Mexican Grill
2012-01-01,201252,2012-12-24,/m/01b566,11,Chipotle Mexican Grill
2012-01-08,201201,2012-01-02,/m/01b566,12,Chipotle Mexican Grill
2012-01-15,201202,2012-01-09,/m/01b566,15,Chipotle Mexican Grill
2012-01-22,201203,2012-01-16,/m/01b566,24,Chipotle Mexican Grill
2012-01-29,201204,2012-01-23,/m/01b566,19,Chipotle Mexican Grill
2012-02-05,201205,2012-01-30,/m/01b566,19,Chipotle Mexican Grill
2012-02-12,201206,2012-02-06,/m/01b566,10,Chipotle Mexican Grill
2012-02-19,201207,2012-02-13,/m/01b566,14,Chipotle Mexican Grill
2012-02-26,201208,2012-02-20,/m/01b566,12,Chipotle Mexican Grill
2012-03-04,201209,2012-02-27,/m/01b566,10,Chipotle Mexican Grill
2012-03-11,201210,2012-03-05,/m/01b566,21,Chipotle Mexican Grill
2012-03-18,201211,2012-03-12,/m/01b566,17,Chipotle Mexican Grill
2012-03-25,201212,2012-03-19,/m/01b566,11,Chipotle Mexican Grill
2012-04-01,201213,2012-03-26,/m/01b566,5,Chipotle Mexican Grill
2012-04-08,201214,2012-04-02,/m/01b566,18,Chipotle Mexican Grill
2012-04-15,201215,2012-04-09,/m/01b566,27,Chipotle Mexican Grill
2012-04-22,201216,2012-04-16,/m/01b566,19,Chipotle Mexican Grill
2012-04-29,201217,2012-04-23,/m/01b566,15,Chipotle Mexican Grill
2012-05-06,201218,2012-04-30,/m/01b566,15,Chipotle Mexican Grill
2012-05-13,201219,2012-05-07,/m/01b566,7,Chipotle Mexican Grill
2012-05-20,201220,2012-05-14,/m/01b566,12,Chipotle Mexican Grill
2012-05-27,201221,2012-05-21,/m/01b566,10,Chipotle Mexican Grill
2012-06-03,201222,2012-05-28,/m/01b566,13,Chipotle Mexican Grill
2012-06-10,201223,2012-06-04,/m/01b566,17,Chipotle Mexican Grill
2012-06-17,201224,2012-06-11,/m/01b566,7,Chipotle Mexican Grill
2012-06-24,201225,2012-06-18,/m/01b566,16,Chipotle Mexican Grill
2012-07-01,201226,2012-06-25,/m/01b566,12,Chipotle Mexican Grill
2012-07-08,201227,2012-07-02,/m/01b566,20,Chipotle Mexican Grill
2012-07-15,201228,2012-07-09,/m/01b566,43,Chipotle Mexican Grill
2012-07-22,201229,2012-07-16,/m/01b566,35,Chipotle Mexican Grill
2012-07-29,201230,2012-07-23,/m/01b566,18,Chipotle Mexican Grill
2012-08-05,201231,2012-07-30,/m/01b566,16,Chipotle Mexican Grill
2012-08-12,201232,2012-08-06,/m/01b566,18,Chipotle Mexican Grill
2012-08-19,201233,2012-08-13,/m/01b566,16,Chipotle Mexican Grill
2012-08-26,201234,2012-08-20,/m/01b566,18,Chipotle Mexican Grill
2012-09-02,201235,2012-08-27,/m/01b566,17,Chipotle Mexican Grill
2012-09-09,201236,2012-09-03,/m/01b566,16,Chipotle Mexican Grill
2012-09-16,201237,2012-09-10,/m/01b566,16,Chipotle Mexican Grill
2012-09-23,201238,2012-09-17,/m/01b566,14,Chipotle Mexican Grill
2012-09-30,201239,2012-09-24,/m/01b566,47,Chipotle Mexican Grill
2012-10-07,201240,2012-10-01,/m/01b566,21,Chipotle Mexican Grill
2012-10-14,201241,2012-10-08,/m/01b566,19,Chipotle Mexican Grill
2012-10-21,201242,2012-10-15,/m/01b566,20,Chipotle Mexican Grill
2012-10-28,201243,2012-10-22,/m/01b566,38,Chipotle Mexican Grill
2012-11-04,201244,2012-10-29,/m/01b566,31,Chipotle Mexican Grill
2012-11-11,201245,2012-11-05,/m/01b566,12,Chipotle Mexican Grill
2012-11-18,201246,2012-11-12,/m/01b566,8,Chipotle Mexican Grill
2012-11-25,201247,2012-11-19,/m/01b566,19,Chipotle Mexican Grill
2012-12-02,201248,2012-11-26,/m/01b566,11,Chipotle Mexican Grill
2012-12-09,201249,2012-12-03,/m/01b566,10,Chipotle Mexican Grill
2012-12-16,201250,2012-12-10,/m/01b566,22,Chipotle Mexican Grill
2012-12-23,201251,2012-12-17,/m/01b566,11,Chipotle Mexican Grill
2012-12-30,201252,2012-12-24,/m/01b566,18,Chipotle Mexican Grill
2013-01-06,201301,2012-12-31,/m/01b566,15,Chipotle Mexican Grill
2013-01-13,201302,2013-01-07,/m/01b566,14,Chipotle Mexican Grill
2013-01-20,201303,2013-01-14,/m/01b566,19,Chipotle Mexican Grill
2013-01-27,201304,2013-01-21,/m/01b566,15,Chipotle Mexican Grill
2013-02-03,201305,2013-01-28,/m/01b566,21,Chipotle Mexican Grill
2013-02-10,201306,2013-02-04,/m/01b566,16,Chipotle Mexican Grill
2013-02-17,201307,2013-02-11,/m/01b566,17,Chipotle Mexican Grill
2013-02-24,201308,2013-02-18,/m/01b566,15,Chipotle Mexican Grill
2013-03-03,201309,2013-02-25,/m/01b566,17,Chipotle Mexican Grill
2013-03-10,201310,2013-03-04,/m/01b566,15,Chipotle Mexican Grill
2013-03-17,201311,2013-03-11,/m/01b566,14,Chipotle Mexican Grill
2013-03-24,201312,2013-03-18,/m/01b566,12,Chipotle Mexican Grill
2013-03-31,201313,2013-03-25,/m/01b566,18,Chipotle Mexican Grill
2013-04-07,201314,2013-04-01,/m/01b566,16,Chipotle Mexican Grill
2013-04-14,201315,2013-04-08,/m/01b566,22,Chipotle Mexican Grill
2013-04-21,201316,2013-04-15,/m/01b566,22,Chipotle Mexican Grill
2013-04-28,201317,2013-04-22,/m/01b566,15,Chipotle Mexican Grill
2013-05-05,201318,2013-04-29,/m/01b566,13,Chipotle Mexican Grill
2013-05-12,201319,2013-05-06,/m/01b566,17,Chipotle Mexican Grill
2013-05-19,201320,2013-05-13,/m/01b566,13,Chipotle Mexican Grill
2013-05-26,201321,2013-05-20,/m/01b566,11,Chipotle Mexican Grill
2013-06-02,201322,2013-05-27,/m/01b566,11,Chipotle Mexican Grill
2013-06-09,201323,2013-06-03,/m/01b566,17,Chipotle Mexican Grill
2013-06-16,201324,2013-06-10,/m/01b566,11,Chipotle Mexican Grill
2013-06-23,201325,2013-06-17,/m/01b566,16,Chipotle Mexican Grill
2013-06-30,201326,2013-06-24,/m/01b566,10,Chipotle Mexican Grill
2013-07-07,201327,2013-07-01,/m/01b566,15,Chipotle Mexican Grill
2013-07-14,201328,2013-07-08,/m/01b566,54,Chipotle Mexican Grill
2013-07-21,201329,2013-07-15,/m/01b566,28,Chipotle Mexican Grill
2013-07-28,201330,2013-07-22,/m/01b566,28,Chipotle Mexican Grill
2013-08-04,201331,2013-07-29,/m/01b566,26,Chipotle Mexican Grill
2013-08-11,201332,2013-08-05,/m/01b566,14,Chipotle Mexican Grill
2013-08-18,201333,2013-08-12,/m/01b566,10,Chipotle Mexican Grill
2013-08-25,201334,2013-08-19,/m/01b566,12,Chipotle Mexican Grill
2013-09-01,201335,2013-08-26,/m/01b566,12,Chipotle Mexican Grill
2013-09-08,201336,2013-09-02,/m/01b566,21,Chipotle Mexican Grill
2013-09-15,201337,2013-09-09,/m/01b566,21,Chipotle Mexican Grill
2013-09-22,201338,2013-09-16,/m/01b566,22,Chipotle Mexican Grill
2013-09-29,201339,2013-09-23,/m/01b566,26,Chipotle Mexican Grill
2013-10-06,201340,2013-09-30,/m/01b566,15,Chipotle Mexican Grill
2013-10-13,201341,2013-10-07,/m/01b566,27,Chipotle Mexican Grill
2013-10-20,201342,2013-10-14,/m/01b566,25,Chipotle Mexican Grill
2013-10-27,201343,2013-10-21,/m/01b566,23,Chipotle Mexican Grill
2013-11-03,201344,2013-10-28,/m/01b566,23,Chipotle Mexican Grill
2013-11-10,201345,2013-11-04,/m/01b566,17,Chipotle Mexican Grill
2013-11-17,201346,2013-11-11,/m/01b566,14,Chipotle Mexican Grill
2013-11-24,201347,2013-11-18,/m/01b566,15,Chipotle Mexican Grill
2013-12-01,201348,2013-11-25,/m/01b566,21,Chipotle Mexican Grill
2013-12-08,201349,2013-12-02,/m/01b566,21,Chipotle Mexican Grill
2013-12-15,201350,2013-12-09,/m/01b566,18,Chipotle Mexican Grill
2013-12-22,201351,2013-12-16,/m/01b566,20,Chipotle Mexican Grill
2013-12-29,201352,2013-12-23,/m/01b566,15,Chipotle Mexican Grill
2014-01-05,201401,2013-12-30,/m/01b566,9,Chipotle Mexican Grill
2014-01-12,201402,2014-01-06,/m/01b566,19,Chipotle Mexican Grill
2014-01-19,201403,2014-01-13,/m/01b566,20,Chipotle Mexican Grill
2014-01-26,201404,2014-01-20,/m/01b566,39,Chipotle Mexican Grill
2014-02-02,201405,2014-01-27,/m/01b566,25,Chipotle Mexican Grill
2014-02-09,201406,2014-02-03,/m/01b566,31,Chipotle Mexican Grill
